v403,v519/102
v288,v50/315
v285,v209/175
v530,v556/79
v168,v421/295
v551,v70/113
v33,v602/157
v119,v40/196
v289,v297/109
v19,v328/269
v351,v203/187
v376,v420/303
v16,v364/283
v230,v361/155
v155,v609/78
v466,v1/461
v83,v167/265
v70,v36/402
v72,v95/283
v560,v365/268
v550,v9/134
v118,v146/25
v556,v428/135
v489,v82/426
v334,v154/50
v331,v122/52
v346,v356/132
v5,v17/414
v220,v437/151
v376,v339/240
v570,v432/310
v182,v598/251
v29,v62/240
v474,v452/462
v182,v441/2
v479,v303/435
v133,v596/102
v4,v420/325
v164,v7/389
v131,v142/119
v44,v302/405
v162,v15/133
v471,v77/125
v130,v8/306
v605,v547/116
v500,v536/6
v32,v389/167
v61,v278/416
v407,v444/432
v298,v319/240
v3,v162/279
v597,v27/37
v110,v432/425
v33,v447/392
v237,v358/407
v297,v520/177
v616,v497/85
v76,v97/5
v487,v26/396
v48,v581/436
v147,v124/351
v554,v498/94
v555,v517/496
v26,v579/227
v619,v48/379
v424,v107/50
v313,v621/375
v67,v173/348
v509,v508/194
v265,v199/416
v333,v290/222
v379,v319/99
v276,v310/363
v109,v605/444
v332,v541/379
v214,v452/185
v432,v32/493
v171,v380/421
v553,v83/71
v220,v102/159
v74,v525/80
v141,v139/119
v312,v252/252
v241,v160/310
v520,v288/387
v152,v174/198
v453,v578/367
v460,v543/36
v623,v475/374
v8,v605/395
v229,v285/220
v33,v78/38
v591,v190/89
v82,v10/388
v154,v74/38
v157,v314/416
v472,v267/24
v386,v211/380
v89,v182/91
v506,v562/205
v229,v442/288
v115,v97/279
v120,v278/12
v104,v115/30
v368,v304/154
v471,v596/103
v537,v50/325
v618,v55/342
v145,v538/405
v197,v481/221
v246,v336/133
v148,v163/159
v25,v305/444
v371,v332/355
v243,v8/280
v394,v461/454
v519,v253/283
v501,v46/239
v114,v605/251
v4,v124/65
v229,v587/312
v607,v81/495
v104,v95/431
v261,v335/346
v613,v342/443
v507,v339/391
v123,v36/268
v36,v316/185
v58,v615/480
v54,v502/466
v425,v369/324
v433,v620/343
v202,v340/181
v56,v4/69
v227,v208/360
v307,v536/354
v201,v457/323
v315,v107/156
v391,v259/150
v227,v603/20
v248,v377/296
v265,v578/250
v316,v130/435
v9,v84/154
v319,v560/354
v62,v435/366
v197,v465/37
v341,v574/366
v355,v385/167
v410,v574/7
v420,v142/129
v352,v449/97
v99,v272/3
v443,v579/35
v278,v9/31
v483,v496/455
v8,v345/59
v335,v570/447
v124,v75/264
v560,v282/361
v326,v149/461
v195,v486/361
v245,v396/422
v168,v465/270
v69,v106/317
v215,v292/7
v304,v160/176
v150,v166/175
v255,v49/406
v497,v303/452
v406,v273/144
v460,v15/480
v406,v579/165
v213,v401/474
v258,v351/486
v532,v590/40
v568,v592/30
v75,v615/111
v50,v332/69
v230,v114/165
v553,v319/466
v425,v211/444
v575,v14/301
v580,v255/299
v477,v475/315
v533,v73/164
v404,v393/90
v40,v483/142
v486,v586/333
v141,v282/74
v162,v131/337
v213,v256/37
v450,v536/282
v213,v606/142
v255,v408/492
v609,v345/449
v45,v215/478
v288,v125/301
v491,v67/258
v314,v232/343
v465,v109/494
v305,v546/162
v515,v479/53
v495,v605/363
v607,v373/243
v467,v444/395
v293,v125/231
v376,v48/44
v15,v189/83
v509,v190/43
v211,v151/465
v174,v74/239
v201,v197/198
v135,v483/459
v42,v341/489
v82,v584/291
v564,v194/103
v581,v470/105
v318,v591/10
v365,v274/445
v506,v409/354
v515,v557/214
v330,v249/111
v263,v149/221
v92,v343/487
v546,v553/248
v488,v531/140
v419,v511/312
v174,v268/424
v243,v584/181
v240,v380/150
v583,v132/251
v350,v303/83
v467,v606/211
v134,v76/173
v541,v22/203
v221,v322/421
v487,v536/499
v614,v299/488
v562,v611/414
v617,v131/58
v453,v249/207
v177,v76/78
v497,v417/467
v81,v390/164
v558,v366/297
v350,v96/194
v75,v248/353
v353,v483/278
v78,v90/240
v344,v87/283
v242,v554/249
v19,v307/196
v210,v399/156
v317,v582/170
v457,v334/4
v100,v533/143
v191,v395/292
v423,v448/345
v494,v264/207
v540,v476/8
v334,v294/427
v507,v243/192
v199,v115/338
v70,v344/348
v621,v495/31
v247,v335/184
v48,v491/143
v397,v603/168
v513,v474/214
v609,v260/456
v401,v257/351
v273,v623/317
v142,v489/211
v378,v331/376
v153,v104/340
v117,v283/318
v293,v222/492
v67,v459/374
v184,v375/324
v14,v82/102
v47,v84/284
v244,v238/453
v509,v150/29
v167,v595/85
v68,v241/142
v202,v433/265
v434,v499/377
v246,v105/441
v277,v51/469
v11,v156/488
v429,v579/142
v602,v610/377
v277,v378/125
v433,v72/176
v519,v95/124
v600,v575/52
v126,v500/380
v572,v161/210
v379,v341/108
v564,v439/315
v290,v434/286
v81,v518/130
v342,v115/35
v128,v92/141
v558,v404/499
v431,v248/61
v452,v401/328
v386,v77/66
v102,v604/97
v464,v329/127
v420,v567/415
v85,v103/198
v37,v607/163
v73,v59/275
v444,v89/122
v413,v117/243
v60,v5/414
v279,v193/371
v121,v72/415
v554,v247/428
v547,v248/453
v346,v527/29
v140,v484/189
v54,v481/27
v399,v230/462
v318,v197/387
v152,v47/369
v522,v162/368
v129,v301/13
v2,v111/307
v77,v94/156
v393,v492/276
v153,v196/478
v70,v549/146
v335,v20/140
v468,v311/466
v461,v27/251
v614,v340/78
v94,v207/481
v429,v52/197
v209,v512/271
v577,v94/178
v491,v74/73
v602,v140/473
v551,v95/185
v523,v453/271
v419,v611/440
v26,v99/315
v301,v9/43
v502,v356/87
v179,v272/228
v338,v572/136
v85,v521/44
v506,v434/360
v421,v553/49
v577,v363/167
v463,v228/45
v74,v606/121
v464,v379/289
v414,v298/45
v157,v247/19
v110,v583/446
v460,v507/235
v492,v505/222
v480,v299/8
v253,v593/4
v93,v292/493
v293,v284/14
v584,v575/254
v517,v185/472
v315,v158/366
v359,v593/141
v176,v177/12
v343,v226/450
v612,v77/1
v16,v80/437
v74,v219/172
v38,v358/454
v600,v38/168
v96,v275/410
v74,v327/441
v48,v194/23
v235,v513/100
v170,v2/3
v559,v4/369
v561,v568/445
v286,v142/31
v13,v155/8
v414,v390/413
v326,v194/413
v314,v111/252
v384,v455/384
v493,v441/80
v440,v551/160
v43,v608/122
v191,v45/180
v416,v49/264
v312,v156/328
v593,v337/280
v101,v494/291
v360,v331/423
v515,v327/330
v342,v585/290
v410,v30/99
v533,v261/335
v194,v522/27
v424,v397/204
v549,v202/289
v442,v307/195
v142,v297/147
v394,v64/232
v82,v138/218
v407,v471/177
v609,v344/344
v223,v384/213
v471,v517/141
v216,v13/24
v305,v264/17
v540,v322/450
v219,v317/39
v412,v426/318
v259,v216/368
v92,v238/362
v522,v349/380
v24,v181/173
v296,v601/4
v85,v538/18
v529,v265/150
v326,v155/131
v314,v202/314
v338,v295/22
v400,v101/362
v50,v468/377
v318,v7/44
v408,v158/286
v483,v106/286
v316,v174/493
v104,v135/445
v301,v197/280
v483,v86/415
v433,v172/13
v406,v52/139
v485,v182/135
v480,v123/267
v508,v38/440
v422,v264/118
v7,v51/342
v304,v28/380
v448,v329/316
v50,v177/359
v377,v450/251
v392,v348/277
v490,v210/410
v41,v43/436
v592,v277/157
v136,v427/474
v486,v551/32
v371,v219/122
v418,v252/122
v502,v384/63
v121,v78/345
v413,v469/9
v384,v413/237
v223,v291/423
v622,v457/358
v613,v571/335
v420,v13/393
v39,v157/33
v516,v566/223
v491,v411/94
v536,v335/187
v343,v558/222
v47,v515/380
v126,v470/161
v197,v227/182
v252,v489/330
v509,v537/160
v275,v569/396
v166,v63/474
v147,v619/223
v385,v574/176
v362,v556/327
v89,v56/107
v312,v552/431
v541,v81/485
v529,v27/260
v150,v15/50
v342,v202/297
v111,v545/341
v353,v28/390
v291,v106/50
v477,v145/290
v445,v51/474
v445,v497/320
v406,v438/119
v174,v310/236
v617,v232/25
v401,v14/129
v182,v67/345
v366,v220/90
v458,v611/351
v166,v220/179
v119,v314/183
v60,v134/309
v141,v113/467
v363,v398/226
v335,v563/329
v147,v115/278
v72,v120/276
v539,v376/366
v562,v24/173
v606,v63/321
v578,v611/232
v492,v307/77
v484,v416/383
v91,v366/473
v469,v352/450
v17,v450/444
v564,v469/21
v291,v129/75
v108,v255/11
v15,v234/368
v288,v356/6
v259,v566/95
v387,v311/206
v465,v53/270
v60,v234/395
v587,v18/480
v284,v137/299
v501,v347/77
v331,v479/401
v444,v396/90
v381,v161/432
v207,v597/332
v220,v146/170
v537,v438/43
v619,v42/398
v315,v15/318
v457,v406/364
v383,v442/86
v257,v124/60
v433,v197/434
v198,v230/284
v214,v147/146
v23,v163/346
v99,v428/2
v54,v616/292
v538,v94/25
v166,v216/345
v153,v200/115
v462,v508/130
v187,v481/455
v264,v465/435
v137,v531/312
v68,v324/120
v206,v387/149
v109,v353/224
v351,v196/139
v578,v65/161
v570,v359/384
v600,v199/213
v474,v620/261
v515,v565/193
v94,v350/421
v310,v242/17
v59,v369/164
v259,v373/359
v154,v566/444
v347,v421/142
v259,v527/184
v6,v486/180
v263,v593/322
v202,v438/415
v381,v612/381
v104,v61/441
v607,v69/205
v596,v154/468
v446,v123/411
v576,v62/456
v284,v112/55
v364,v62/408
v517,v207/217
v143,v339/166
v480,v323/283
v194,v571/97
v249,v31/472
v205,v97/115
v288,v594/131
v539,v318/236
v278,v306/105
v308,v11/95
v300,v426/339
v44,v552/297
v23,v17/385
v479,v223/357
v403,v104/13
v436,v381/303
v270,v408/311
v240,v155/464
v555,v535/91
v459,v7/396
v172,v11/84
v525,v180/358
v555,v133/484
v448,v173/409
v354,v619/133
v123,v220/106
v290,v388/455
v506,v169/122
v574,v329/350
v120,v377/145
v425,v132/86
v309,v397/284
v122,v69/360
v25,v620/114
v522,v165/32
v330,v353/486
v422,v82/73
v213,v235/118
v206,v163/120
v540,v444/391
v359,v183/122
v203,v233/373
v300,v159/440
v124,v587/275
v580,v161/364
v342,v227/313
v437,v623/234
v68,v478/397
v479,v379/191
v378,v140/495
v192,v184/179
v76,v624/140
v426,v136/330
v189,v45/52
v87,v345/162
v205,v171/411
v432,v192/499
v24,v251/363
v121,v431/222
v159,v619/67
v375,v176/156
v62,v214/159
v619,v258/61
v8,v554/290
v482,v585/20
v92,v251/159
v510,v338/287
v107,v76/491
v319,v13/431
v296,v147/200
v32,v220/436
v108,v295/189
v425,v272/487
v68,v58/17
v598,v309/382
v536,v498/434
v460,v21/28
v307,v31/220
v160,v198/150
v406,v358/458
v584,v320/56
v311,v244/381
v235,v573/341
v405,v52/89
v54,v575/256
v446,v346/254
v522,v161/289
v154,v366/462
v109,v374/334
v85,v116/153
v115,v123/273
v497,v57/102
v252,v458/155
v157,v232/140
v76,v9/310
v543,v40/274
v19,v482/119
v584,v604/168
v599,v575/173
v102,v421/95
v64,v18/320
v234,v297/369
v241,v189/244
v525,v357/319
v531,v487/418
v207,v347/189
v40,v542/109
v67,v152/241
v497,v55/421
v91,v612/324
v335,v513/481
v407,v122/292
v25,v308/186
v545,v458/43
v156,v322/465
v598,v492/401
v131,v187/50
v184,v594/123
v303,v394/373
v587,v93/191
v165,v325/356
v156,v382/360
v355,v208/290
v254,v365/404
v292,v62/409
v475,v411/14
v55,v224/209
v6,v454/331
v53,v604/482
v53,v202/238
v323,v478/231
v145,v586/450
v220,v87/462
v169,v306/59
v304,v548/182
v71,v464/82
v511,v422/145
v359,v544/347
v145,v261/147
v453,v106/368
v545,v112/186
v338,v30/429
v146,v256/121
v447,v410/244
v613,v542/424
v555,v614/460
v229,v165/341
v62,v413/66
v169,v334/326
v332,v64/216
v283,v419/473
v51,v88/263
v289,v258/394
v256,v10/497
v431,v420/81
v557,v448/176
v289,v460/76
v547,v506/32
v288,v459/122
v283,v463/178
v308,v558/188
v421,v358/143
v573,v569/413
v73,v459/395
v460,v129/126
v484,v511/299
v239,v524/274
v129,v422/132
v417,v585/157
v44,v57/282
v84,v583/468
v558,v25/451
v148,v257/340
v247,v238/118
v488,v329/429
v215,v84/158
v209,v503/136
v130,v289/6
v113,v436/273
v538,v564/411
v594,v371/358
v5,v413/316
v64,v589/220
v469,v430/323
v568,v110/167
v9,v611/116
v466,v190/250
v615,v494/192
v409,v34/81
v30,v111/421
v434,v607/392
v265,v67/207
v530,v317/109
v308,v61/60
v17,v208/277
v68,v604/164
v431,v350/374
v474,v567/158
v186,v604/391
v528,v561/234
v9,v248/405
v342,v144/199
v576,v428/374
v395,v45/480
v488,v281/279
v591,v282/441
v236,v362/264
v235,v319/402
v557,v505/396
v406,v211/403
v460,v503/126
v227,v214/37
v576,v544/395
v551,v211/110
v301,v92/305
v58,v604/266
v583,v419/494
v404,v441/487
v437,v312/145
v602,v439/308
v127,v373/78
v103,v353/290
v84,v238/481
v3,v495/399
v610,v57/479
v173,v219/107
v359,v2/415
v394,v111/13
v368,v135/460
v265,v498/340
v415,v277/19
v599,v40/97
v460,v68/7
v300,v487/454
v468,v145/259
v375,v151/457
v530,v164/90
v368,v545/22
v608,v443/300
v74,v501/12
v1,v31/199
v596,v511/335
v381,v461/356
v424,v319/441
v402,v421/285
v87,v364/324
v151,v154/107
v181,v315/176
v491,v13/419
v323,v415/189
v454,v35/489
v123,v516/270
v34,v190/214
v45,v65/280
v453,v583/204
v50,v92/439
v452,v302/313
v34,v270/191
v149,v346/307
v552,v479/174
v340,v576/389
v49,v437/351
v602,v343/480
v253,v313/400
v571,v101/16
v438,v173/469
v86,v568/432
v220,v619/130
v31,v621/296
v460,v383/13
v551,v584/433
v271,v497/8
v539,v402/86
v556,v354/489
v296,v354/297
v145,v317/429
v93,v469/143
v457,v60/274
v321,v495/407
v510,v405/448
v573,v296/428
v93,v238/311
v10,v192/121
v400,v76/446
v508,v7/10
v100,v336/20
v503,v116/403
v43,v483/169
v100,v243/225
v577,v174/177
v606,v554/169
v99,v200/446
v595,v205/355
v84,v43/148
v175,v580/452
v271,v399/358
v63,v461/169
v4,v571/461
v147,v286/168
v595,v257/343
v420,v360/254
v467,v312/343
v259,v76/138
v496,v250/14
v272,v273/208
v496,v138/429
v275,v288/113
v68,v376/210
v518,v411/427
v377,v190/245
v361,v567/128
v28,v294/396
v326,v489/11
v500,v328/238
v38,v137/261
v618,v422/469
v411,v443/423
v220,v381/497
v281,v30/354
v501,v240/439
v19,v52/48
v105,v56/324
v468,v327/384
v346,v89/224
v34,v489/464
v521,v388/417
v48,v327/379
v517,v547/35
v105,v210/11
v184,v532/348
v325,v511/208
v56,v430/226
v380,v125/442
v122,v590/398
v374,v553/379
v235,v488/490
v10,v11/361
v525,v20/276
v179,v397/432
v45,v123/253
v120,v116/15
v593,v415/486
v46,v499/391
v566,v201/3
v594,v529/208
v465,v239/459
v186,v492/168
v408,v377/494
v70,v374/179
v43,v394/250
v576,v552/354
v477,v558/489
v58,v477/206
v277,v307/168
v574,v314/418
v279,v581/193
v414,v280/257
v516,v491/69
v318,v241/189
v372,v118/48
v583,v417/47
v35,v329/140
v204,v416/32
v596,v135/138
v599,v186/349
v118,v169/147
v33,v17/308
v357,v455/426
v376,v280/436
v125,v502/323
v445,v268/164
v504,v466/286
v421,v297/317
v426,v422/30
v274,v246/131
v24,v399/205
v236,v222/57
v246,v27/81
v422,v31/286
v259,v482/445
v23,v157/279
v51,v111/124
v261,v389/184
v605,v135/106
v77,v112/302
v604,v409/326
v573,v251/143
v192,v555/80
v273,v574/471
v481,v583/112
v156,v546/175
v32,v84/84
v217,v12/217
v383,v391/445
v47,v570/91
v286,v11/128
v16,v189/16
v253,v400/183
v173,v97/51
v549,v469/432
v279,v577/159
v196,v98/98
v442,v151/397
v583,v339/174
v539,v524/235
v343,v431/216
v32,v187/432
v67,v199/383
v153,v246/21
v466,v169/292
v191,v79/350
v559,v104/132
v312,v373/230
v244,v524/312
v44,v65/165
v247,v235/190
v225,v238/205
v370,v185/436
v341,v140/485
v17,v169/310
v269,v123/391
v184,v178/41
v319,v46/135
v442,v527/195
v588,v170/260
v539,v86/252
v299,v36/90
v23,v608/42
v255,v365/126
v251,v469/384
v466,v144/103
v28,v273/164
v34,v327/378
v139,v249/482
v290,v436/394
v167,v288/336
v473,v527/488
v151,v580/280
v157,v14/375
v175,v489/66
v424,v359/455
v56,v227/226
v555,v376/142
v438,v139/322
v599,v428/215
v367,v534/420
v128,v417/490
v12,v32/166
v77,v251/257
v403,v547/53
v362,v61/211
v622,v193/217
v157,v234/489
v440,v460/62
v350,v342/148
v498,v52/485
v204,v208/65
v225,v122/474
v216,v482/393
v252,v130/462
v530,v198/69
v216,v172/79
v534,v509/43
v522,v316/245
v142,v4/10
v192,v188/260
v437,v225/234
v330,v423/148
v534,v135/202
v101,v513/123
v219,v558/310
v440,v196/170
v405,v261/309
v390,v360/83
v178,v567/42
v413,v325/295
v61,v261/358
v289,v331/347
v466,v597/111
v113,v445/383
v568,v396/488
v492,v275/276
v502,v518/317
v92,v539/250
v370,v190/155
v25,v393/215
v527,v61/334
v523,v251/495
v126,v154/375
v495,v572/273
v583,v311/425
v134,v445/185
v140,v596/144
v429,v234/196
v526,v323/242
v29,v195/475
v348,v251/335
v466,v410/477
v257,v241/309
v186,v61/58
v74,v384/330
v258,v6/431
v570,v591/177
v339,v181/235
v455,v10/405
v381,v27/75
v183,v176/265
v405,v577/40
v72,v54/142
v207,v365/155
v229,v139/283
v64,v303/425
v582,v396/279
v378,v530/405
v194,v367/255
v246,v293/210
v258,v430/403
v484,v160/440
v231,v107/98
v389,v393/228
v41,v152/304
v163,v545/80
v289,v432/301
v179,v568/196
v600,v76/285
v433,v348/17
v432,v140/76
v216,v556/163
v335,v618/225
v587,v442/185
v618,v83/419
v297,v508/18
v230,v480/339
v520,v167/193
v478,v425/285
v527,v79/81
v23,v519/69
v422,v259/218
v530,v439/177
v569,v529/378
v221,v188/256
v172,v618/450
v365,v550/88
v246,v578/266
v213,v61/240
v246,v604/386
v559,v514/490
v250,v516/276
v524,v124/383
v467,v362/229
v277,v454/100
v294,v269/384
v13,v58/471
v412,v39/371
v460,v409/282
v541,v186/282
v116,v135/494
v469,v208/424
v271,v133/200
v314,v325/185
v83,v73/10
v116,v375/4
v267,v297/53
v497,v151/36
v304,v190/34
v348,v457/307
v309,v66/243
v15,v176/220
v287,v578/70
v339,v467/44
v289,v425/203
v525,v595/36
v355,v579/255
v138,v199/123
v353,v22/272
v352,v175/83
v430,v139/122
v294,v370/93
v415,v584/42
v432,v243/499
v303,v281/145
v368,v452/41
v257,v579/77
v249,v549/246
v311,v562/439
v488,v223/492
v244,v568/378
v491,v175/321
v1,v149/295
v439,v42/443
v213,v56/176
v13,v389/416
v176,v131/304
v94,v587/400
v222,v454/307
v407,v466/375
v181,v295/144
v113,v134/464
v135,v377/310
v220,v217/219
v497,v102/383
v429,v127/488
v203,v266/259
v598,v308/451
v236,v567/51
v214,v350/466
v59,v433/50
v370,v262/380
v116,v249/274
v496,v518/266
v320,v56/415
v426,v516/237
v601,v327/52
v612,v280/339
v27,v90/370
v507,v262/119
v53,v306/178
v158,v310/76
v46,v435/108
v383,v213/83
v498,v234/126
v425,v582/313
v499,v476/464
v66,v75/130
v235,v539/77
v624,v63/473
v604,v313/242
v187,v264/281
v503,v473/245
v223,v149/368
v37,v595/431
v587,v225/383
v456,v441/116
v19,v484/172
v354,v142/72
v371,v45/68
v292,v563/56
v570,v80/33
v91,v127/492
v245,v533/64
v483,v540/17
v559,v235/113
v238,v171/312
v192,v505/359
v320,v47/325
v411,v99/80
v255,v544/494
v345,v585/37
v94,v474/431
v403,v406/482
v28,v604/30
v492,v521/338
v495,v364/53
v483,v351/302
v601,v563/494
v26,v426/387
v335,v168/128
v314,v187/368
v572,v10/374
v394,v337/52
v359,v461/257
v209,v608/99
v63,v500/28
v206,v379/26
v165,v442/132
v563,v235/366
v72,v287/264
v360,v479/226
v274,v54/293
v561,v409/202
v14,v137/414
v184,v595/197
v206,v172/432
v209,v60/67
v78,v570/463
v534,v143/273
v476,v537/244
v490,v43/286
v231,v559/24
v522,v47/418
v312,v48/260
v477,v80/409
v125,v363/266
v418,v172/461
v197,v73/313
v206,v624/196
v436,v271/287
v539,v167/228
v137,v552/53
v247,v58/135
v488,v485/122
v320,v19/92
v92,v185/386
v323,v155/36
v242,v580/495
v14,v410/216
v97,v451/347
v460,v517/395
v136,v156/101
v98,v189/474
v429,v237/68
v279,v443/287
v430,v35/23
v540,v330/26
v623,v476/3
v21,v185/184
v508,v250/427
v78,v31/339
v609,v566/80
v426,v509/125
v612,v116/116
v475,v564/160
v133,v350/121
v512,v236/390
v5,v587/435
v377,v325/25
v507,v441/194
v624,v6/38
v505,v125/401
v369,v126/128
v571,v241/496
v347,v70/57
v201,v425/468
v341,v60/28
v569,v589/396
v510,v500/118
v427,v159/105
v42,v431/51
v46,v350/331
v195,v294/145
v155,v558/117
v416,v541/178
v375,v268/396
v365,v45/26
v190,v534/219
v601,v365/334
v390,v323/410
v67,v397/14
v400,v511/185
v561,v128/397
v245,v505/74
v341,v290/324
v618,v547/492
v333,v398/336
v374,v437/365
v463,v31/354
v219,v15/119
v388,v385/31
v556,v74/268
v543,v96/321
v341,v293/80
v48,v486/290
v439,v223/46
v110,v506/10
v391,v574/451
v592,v152/494
v239,v45/1
v358,v97/316
v577,v185/216
v181,v525/151
v235,v567/21
v218,v296/102
v384,v166/405
v531,v590/280
v449,v613/474
v60,v121/161
v427,v382/262
v469,v539/191
v211,v525/53
v32,v596/315
v510,v223/435
v623,v35/187
v137,v18/67
v72,v601/97
v488,v613/10
v587,v39/69
v506,v355/326
v496,v247/35
v194,v224/351
v581,v582/96
v269,v554/391
v459,v576/46
v107,v561/97
v210,v108/214
v88,v537/86
v365,v196/248
v277,v58/231
v146,v294/366
v234,v559/213
v210,v463/360
v52,v9/8
v428,v126/106
v8,v107/400
v464,v53/341
v453,v114/143
v618,v104/238
v606,v577/413
v148,v326/309
v337,v418/29
v389,v498/97
v317,v370/237
v256,v479/302
v111,v216/202
v564,v21/312
v270,v606/460
v65,v182/46
v574,v606/478
v176,v227/277
v328,v355/147
v365,v549/208
v496,v147/381
v526,v238/274
v371,v520/389
v311,v330/78
v539,v260/140
v593,v217/71
v409,v398/359
v451,v532/221
v255,v492/99
v39,v616/12
v344,v11/174
v192,v170/380
v519,v534/370
v510,v66/205
v341,v525/410
v464,v458/445
v38,v255/182
v513,v384/343
v15,v401/177
v601,v155/203
v308,v123/181
v204,v310/470
v534,v78/316
v127,v229/193
v450,v228/56
v174,v384/91
v42,v169/443
v226,v256/398
v5,v608/378
v466,v602/130
v19,v178/125
v467,v82/165
v509,v445/182
v528,v490/217
v555,v401/264
v137,v6/480
v390,v318/42
v162,v17/303
v65,v609/191
v492,v248/95
v415,v485/335
v63,v357/365
v347,v606/163
v575,v272/416
v388,v238/205
v548,v372/170
v333,v538/9
v323,v116/5
v79,v599/42
v353,v495/362
v142,v339/343
v395,v258/182
v149,v516/165
v463,v92/320
v452,v179/249
v603,v14/436
v139,v377/25
v359,v543/224
v397,v153/432
v361,v487/77
v244,v488/156
v96,v383/482
v240,v182/378
v161,v523/421
v360,v257/421
v215,v399/293
v33,v377/150
v79,v606/382
v424,v450/448
v318,v453/17
v149,v3/407
v476,v439/310
v528,v330/71
v323,v477/467
v423,v501/156
v380,v70/444
v527,v451/282
v323,v152/87
v432,v359/479
v442,v249/59
v533,v97/182
v73,v523/158
v183,v153/27
v464,v479/86
v333,v378/261
v300,v189/449
v187,v0/138
v309,v519/274
v328,v300/350
v210,v172/393
v292,v491/299
v532,v597/259
v153,v78/222
v193,v7/168
v372,v196/408
v425,v541/265
v455,v180/400
v581,v512/239
v208,v578/209
v256,v329/319
v394,v129/198
v465,v198/277
v524,v96/365
v386,v374/243
v57,v52/223
v159,v279/366
v257,v210/208
v73,v107/481
v46,v40/324
v535,v494/449
v341,v409/133
v227,v517/365
v579,v417/357
v214,v109/147
v222,v306/308
v412,v411/443
v344,v531/336
v174,v531/252
v159,v9/152
v90,v50/268
v455,v420/177
v129,v456/8
v122,v49/443
v116,v218/176
v270,v351/43
v506,v321/297
v54,v294/77
v272,v539/71
v583,v276/367
v437,v539/220
v68,v118/182
v303,v157/26
v482,v127/452
v79,v530/297
v364,v383/354
v343,v419/445
v490,v576/483
v149,v236/42
v300,v410/226
v66,v4/64
v179,v256/115
v567,v9/288
v340,v72/479
v488,v154/434
v27,v559/234
v314,v394/378
v397,v385/67
v233,v1/363
v172,v383/309
v557,v293/251
v29,v421/433
v615,v206/41
v296,v391/49
v549,v396/6
v50,v561/325
v111,v226/349
v311,v459/368
v430,v615/308
v13,v451/232
v60,v611/108
v138,v451/277
v469,v555/388
v329,v109/111
v207,v161/26
v20,v463/246
v143,v610/465
v151,v47/114
v118,v111/170
v217,v578/123
v611,v350/306
v222,v92/227
v357,v396/310
v205,v217/273
v546,v361/160
v204,v544/405
v334,v472/10
v188,v556/300
v610,v265/359
v525,v303/360
v406,v392/215
v44,v125/117
v118,v555/427
v379,v127/156
v577,v234/77
v370,v458/125
v414,v605/358
v432,v246/197
v412,v357/350
v400,v434/398
v366,v358/221
v328,v453/46
v404,v216/308
v92,v466/427
v376,v168/31
v373,v216/304
v153,v138/324
v290,v244/481
v51,v557/251
v40,v77/374
v616,v554/282
v364,v44/469
v559,v289/319
v51,v440/364
v146,v57/271
v284,v436/258
v350,v79/334
v456,v2/495
v134,v449/66
v360,v282/429
v43,v140/123
v159,v347/390
v300,v223/151
v447,v429/209
v408,v130/447
